DID;DID_SIZE;Read;Write;Variable
8259;1;True;True;[{'DID_VAR_NAME': 'Vnx_dc_chg_mem_did_stt_conf', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8259_Vnx_dc_chg_mem_did_stt_conf', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio19_A/DataServices_Vnx_dc_chg_mem_did_stt_conf'}]
825A;20;True;True;[{'DID_VAR_NAME': 'Vbt_ilck_can_mem_did_conf', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_825A_Vbt_ilck_can_mem_did_conf', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio19_A/DataServices_Vbt_ilck_can_mem_did_conf'}]
825B;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_max', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_825B_Vxx_cell_v_max', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio19_A/DataServices_Vxx_cell_v_max'}]
825C;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_min', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_825C_Vxx_cell_v_min', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio19_A/DataServices_Vxx_cell_v_min'}]
825D;4;True;False;[{'DID_VAR_NAME': 'Vxx_raw_bat_i_10_ms', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_825D_Vxx_raw_bat_i_10_ms', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio19_A/DataServices_Vxx_raw_bat_i_10_ms'}]
825E;4;True;True;[{'DID_VAR_NAME': 'Vxx_abso_timemint_batsysttmp_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_825E_Vxx_abso_timemint_batsysttmp_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio19_A/DataServices_Vxx_abso_timemint_batsysttmp_mem'}]
825F;4;True;True;[{'DID_VAR_NAME': 'Vxx_bst_t_hevc_bms_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_825F_Vxx_bst_t_hevc_bms_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio19_A/DataServices_Vxx_bst_t_hevc_bms_mem'}]
8261;4;True;True;[{'DID_VAR_NAME': 'Vxx_dist_batsysttmp_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8261_Vxx_dist_batsysttmp_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxx_dist_batsysttmp_mem'}]
8262;4;True;True;[{'DID_VAR_NAME': 'Vnx_id_veh_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8262_Vnx_id_veh_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnx_id_veh_mem'}]
8263;4;True;True;[{'DID_VAR_NAME': 'Vxx_abso_timemint_veh_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8263_Vxx_abso_timemint_veh_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxx_abso_timemint_veh_mem'}]
8264;80;True;True;[{'DID_VAR_NAME': 'Vxt_abso_timemint_hvbathealth_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8264_Vxt_abso_timemint_hvbathealth_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxt_abso_timemint_hvbathealth_mem'}]
8265;40;True;True;[{'DID_VAR_NAME': 'Vxt_hvbathealth_rsa_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8265_Vxt_hvbathealth_rsa_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxt_hvbathealth_rsa_mem'}]
8266;2;True;True;[{'DID_VAR_NAME': 'Vnx_nr_chg_100_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8266_Vnx_nr_chg_100_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnx_nr_chg_100_mem'}]
8267;2;True;True;[{'DID_VAR_NAME': 'Vnx_nr_chg_80_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8267_Vnx_nr_chg_80_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnx_nr_chg_80_mem'}]
8268;2;True;True;[{'DID_VAR_NAME': 'Vxx_hvbathealth_algo_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8268_Vxx_hvbathealth_algo_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxx_hvbathealth_algo_mem'}]
8269;2;True;True;[{'DID_VAR_NAME': 'Vnx_total_chg_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8269_Vnx_total_chg_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnx_total_chg_mem'}]
826A;1;True;True;[{'DID_VAR_NAME': 'Vbx_abso_timemint_sivld_slp_trs_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_826A_Vbx_abso_timemint_sivld_slp_trs_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vbx_abso_timemint_sivld_slp_trs_mem'}]
826B;64;True;False;[{'DID_VAR_NAME': 'Vnt_temp_sen_fail_nr', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_826B_Vnt_temp_sen_fail_nr', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnt_temp_sen_fail_nr'}]
826C;1;True;False;[{'DID_VAR_NAME': 'Vnx_cell_v_max_nr', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_826C_Vnx_cell_v_max_nr', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnx_cell_v_max_nr'}]
826D;1;True;False;[{'DID_VAR_NAME': 'Vnx_cell_v_min_nr', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_826D_Vnx_cell_v_min_nr', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnx_cell_v_min_nr'}]
826E;1;True;False;[{'DID_VAR_NAME': 'Vnx_soh_pow_dcr_max_id', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_826E_Vnx_soh_pow_dcr_max_id', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnx_soh_pow_dcr_max_id'}]
826F;1;True;False;[{'DID_VAR_NAME': 'Vnx_soh_pow_dcr_min_id', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_826F_Vnx_soh_pow_dcr_min_id', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnx_soh_pow_dcr_min_id'}]
8270;2;True;False;[{'DID_VAR_NAME': 'Vxx_hvbrstvsoh_chg_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8270_Vxx_hvbrstvsoh_chg_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxx_hvbrstvsoh_chg_mem'}]
8271;2;True;False;[{'DID_VAR_NAME': 'Vxx_hvbrstvsoh_dchg_mem', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8271_Vxx_hvbrstvsoh_dchg_mem', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxx_hvbrstvsoh_dchg_mem'}]
8272;2;True;False;[{'DID_VAR_NAME': 'Vxx_soh_pow_dcr_max', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8272_Vxx_soh_pow_dcr_max', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxx_soh_pow_dcr_max'}]
8273;2;True;False;[{'DID_VAR_NAME': 'Vxx_soh_pow_dcr_min', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8273_Vxx_soh_pow_dcr_min', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxx_soh_pow_dcr_min'}]
8274;2;True;False;[{'DID_VAR_NAME': 'Vxx_temp_1', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8274_Vxx_temp_1', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vxx_temp_1'}]
8275;1;True;False;[{'DID_VAR_NAME': 'Vnx_bms2_hotspt_temp_status', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8275_Vnx_bms2_hotspt_temp_status', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnx_bms2_hotspt_temp_status'}]
8276;7;True;False;[{'DID_VAR_NAME': 'Vnt_bms2_hotspt_temp_fault', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8276_Vnt_bms2_hotspt_temp_fault', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vnt_bms2_hotspt_temp_fault'}]
8277;1;True;False;[{'DID_VAR_NAME': 'Vbx_rly_7_ctl', 'BIT_OFFSET': '0'}]
8278;1;True;False;[{'DID_VAR_NAME': 'Vbx_rly_6_ctl', 'BIT_OFFSET': '0'}]
8279;1;True;False;[{'DID_VAR_NAME': 'Vbx_rly_4_ctl_diag', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8279_Vbx_rly_4_ctl_diag', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vbx_rly_4_ctl_diag'}]
827A;1;True;False;[{'DID_VAR_NAME': 'Vbx_rly_6_ctl_diag', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_827A_Vbx_rly_6_ctl_diag', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vbx_rly_6_ctl_diag'}]
827B;1;True;False;[{'DID_VAR_NAME': 'Vbx_rly_7_ctl_diag', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_827B_Vbx_rly_7_ctl_diag', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vbx_rly_7_ctl_diag'}]
827C;3;True;True;[{'DID_VAR_NAME': 'Vbt_rly_4_6_7_grp_ctl', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_827C_Vbt_rly_4_6_7_grp_ctl', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio20_A/DataServices_Vbt_rly_4_6_7_grp_ctl'}]
827D;4;True;True;[{'DID_VAR_NAME': 'Vbx_insr_swi_main_byp_req', 'BIT_OFFSET': '0'}, {'DID_VAR_NAME': 'Vbx_insr_swi_diag_byp_req', 'BIT_OFFSET': '8'}, {'DID_VAR_NAME': 'Vbx_insr_sply_ctl_byp_req', 'BIT_OFFSET': '16'}, {'DID_VAR_NAME': 'Vbx_insr_sply_ena_byp_req', 'BIT_OFFSET': '24'}]
827E;4;True;True;[{'DID_VAR_NAME': 'Vbx_insr_swi_main_byp_val', 'BIT_OFFSET': '0'}, {'DID_VAR_NAME': 'Vbx_insr_swi_diag_byp_val', 'BIT_OFFSET': '8'}, {'DID_VAR_NAME': 'Vbx_insr_sply_ctl_byp_val', 'BIT_OFFSET': '16'}, {'DID_VAR_NAME': 'Vbx_insr_sply_ena_byp_val', 'BIT_OFFSET': '24'}]
827F;2;True;False;[{'DID_VAR_NAME': 'Vnx_raw_ilck_1_stt', 'BIT_OFFSET': '0'}, {'DID_VAR_NAME': 'Vnx_raw_ilck_2_stt', 'BIT_OFFSET': '8'}]
8281;1;True;False;[{'DID_VAR_NAME': 'Vbx_wls_config_chr', 'BIT_OFFSET': '0'}]
8282;128;True;True;[{'DID_VAR_NAME': 'Vnt_slv_mac_id_mem', 'BIT_OFFSET': '0'}]
8283;1;True;True;[{'DID_VAR_NAME': 'Vbx_set_wls_net', 'BIT_OFFSET': '0'}]
8284;1;True;False;[{'DID_VAR_NAME': 'Vbx_wls_net_status_ok', 'BIT_OFFSET': '0'}]
8285;1;True;True;[{'DID_VAR_NAME': 'Vbx_set_test_wls_net', 'BIT_OFFSET': '0'}]
8286;1;True;True;[{'DID_VAR_NAME': 'Vbx_stop_pair_wls_net', 'BIT_OFFSET': '0'}]
8287;1;True;False;[{'DID_VAR_NAME': 'Vnx_wls_net_oper_status', 'BIT_OFFSET': '0'}]
8288;2;True;False;[{'DID_VAR_NAME': 'Vnx_nr_frm_nok_wls_bms_mstr', 'BIT_OFFSET': '0'}]
8289;32;True;False;[{'DID_VAR_NAME': 'Vnt_nr_frm_ok_wls_bms_slv', 'BIT_OFFSET': '0'}]
828A;32;True;False;[{'DID_VAR_NAME': 'Vxt_avg_dwn_rssi_wls_bms_slv', 'BIT_OFFSET': '0'}]
828B;1;True;False;[{'DID_VAR_NAME': 'Vbx_wls_net_slp_status', 'BIT_OFFSET': '0'}]
828C;1;True;False;[{'DID_VAR_NAME': 'Vnx_nr_cnt_slv', 'BIT_OFFSET': '0'}]
828D;32;True;False;[{'DID_VAR_NAME': 'Vnt_nr_frm_nok_wls_bms_slv', 'BIT_OFFSET': '0'}]
828E;64;True;False;[{'DID_VAR_NAME': 'Vxt_avg_latcy_resp_wls_bms_slv', 'BIT_OFFSET': '0'}]
828F;16;True;False;[{'DID_VAR_NAME': 'Vnt_slv_nr_id', 'BIT_OFFSET': '0'}]
8290;2;True;False;[{'DID_VAR_NAME': 'Vxx_dc_cmbo_evse_max_v_lim_2_hv', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8290_Vxx_dc_cmbo_evse_max_v_lim_2_hv', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio21_A/DataServices_Vxx_dc_cmbo_evse_max_v_lim_2_hv'}]
8291;1;True;False;[{'DID_VAR_NAME': 'Vnx_dc_chg_cnt_status_stt', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8291_Vnx_dc_chg_cnt_status_stt', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio21_A/DataServices_Vnx_dc_chg_cnt_status_stt'}]
8292;2;True;False;[{'DID_VAR_NAME': 'Vxx_bms1_dcinltvolt_v_diff_cs', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8292_Vxx_bms1_dcinltvolt_v_diff_cs', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio21_A/DataServices_Vxx_bms1_dcinltvolt_v_diff_cs'}]
8293;1;True;False;[{'DID_VAR_NAME': 'Vxx_temp_avg', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8293_Vxx_temp_avg', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio21_A/DataServices_Vxx_temp_avg'}]
8294;1;True;False;[{'DID_VAR_NAME': 'Vnx_bms_mod_req_stt', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8294_Vnx_bms_mod_req_stt', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio21_A/DataServices_Vnx_bms_mod_req_stt'}]
8295;288;True;False;[{'DID_VAR_NAME': 'Vbt_raw_cell_fail', 'BIT_OFFSET': '0'}]
8296;288;True;False;[{'DID_VAR_NAME': 'Vbt_soh_pow_cell_fail_nr', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8296_Vbt_soh_pow_cell_fail_nr', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio21_A/DataServices_Vbt_soh_pow_cell_fail_nr'}]
8297;2;True;False;[{'DID_VAR_NAME': 'Vxx_i_sen_pws_diag', 'BIT_OFFSET': '0'}]
8298;1;True;False;[{'DID_VAR_NAME': 'Vnx_bms_mod_status_out_stt', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8298_Vnx_bms_mod_status_out_stt', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio21_A/DataServices_Vnx_bms_mod_status_out_stt'}]
8299;1;True;False;[{'DID_VAR_NAME': 'Vnx_rly_status_stt', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8299_Vnx_rly_status_stt', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio21_A/DataServices_Vnx_rly_status_stt'}]
829A;1;True;False;[{'DID_VAR_NAME': 'Vxx_bms1heatgrid_dyc', 'BIT_OFFSET': '0'}]
829B;1;True;False;[{'DID_VAR_NAME': 'Vxx_bms1heatgrid_ctl_diag', 'BIT_OFFSET': '0'}]
829C;1;True;False;[{'DID_VAR_NAME': 'Vxx_bms1heatgrid_ctl_diag_frq', 'BIT_OFFSET': '0'}]
829D;1;True;False;[{'DID_VAR_NAME': 'Vbx_rly_5_ctl', 'BIT_OFFSET': '0'}]
829E;1;True;False;[{'DID_VAR_NAME': 'Vbx_rly_5_ctl_diag', 'BIT_OFFSET': '0'}]
829F;2;True;False;[{'DID_VAR_NAME': 'Vxx_bms1heatgrid_i', 'BIT_OFFSET': '0'}]
82A1;1;True;False;[{'DID_VAR_NAME': 'Vbx_veh_wkp_diag', 'BIT_OFFSET': '0'}]
82A2;1;True;False;[{'DID_VAR_NAME': 'Vbx_veh_wkp_req', 'BIT_OFFSET': '0'}]
82A3;1;True;False;[{'DID_VAR_NAME': 'Vbx_slv_wkp_raw', 'BIT_OFFSET': '0'}]
82A4;1;True;False;[{'DID_VAR_NAME': 'Vbx_clc_wkp_raw', 'BIT_OFFSET': '0'}]
82A5;4;True;False;[{'DID_VAR_NAME': 'Vbx_rly_4_ctl_diag', 'BIT_OFFSET': '0'}, {'DID_VAR_NAME': 'Vbx_rly_5_ctl_diag', 'BIT_OFFSET': '8'}, {'DID_VAR_NAME': 'Vbx_rly_6_ctl_diag', 'BIT_OFFSET': '16'}, {'DID_VAR_NAME': 'Vbx_rly_7_ctl_diag', 'BIT_OFFSET': '24'}]
82A6;4;True;False;[{'DID_VAR_NAME': 'Vxx_bms1heatgrid_i', 'BIT_OFFSET': '0'}, {'DID_VAR_NAME': 'Vxx_bms1heatgrid_i_bms2', 'BIT_OFFSET': '16'}]
82A7;2;True;False;[{'DID_VAR_NAME': 'Vxx_raw_adc_ref_diag_v', 'BIT_OFFSET': '0'}]
82A8;2;True;False;[{'DID_VAR_NAME': 'Vxx_raw_3_v_3_pws_v', 'BIT_OFFSET': '0'}]
82A9;288;True;False;[{'DID_VAR_NAME': 'Vbt_cell_fail_nr_spi', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_82A9_Vbt_cell_fail_nr_spi', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio22_A/DataServices_Vbt_cell_fail_nr_spi'}]
82AA;2;True;False;[{'DID_VAR_NAME': 'Vxx_raw_temp_5', 'BIT_OFFSET': '0'}]
82AB;2;True;False;[{'DID_VAR_NAME': 'Vxx_raw_temp_1_v', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_82AB_Vxx_raw_temp_1_v', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio22_A/DataServices_Vxx_raw_temp_1_v'}]
82AC;2;True;False;[{'DID_VAR_NAME': 'Vxx_raw_temp_2_v', 'BIT_OFFSET': '0'}]
82AD;2;True;False;[{'DID_VAR_NAME': 'Vxx_raw_temp_5_v', 'BIT_OFFSET': '0'}]
82AE;1;True;True;[{'DID_VAR_NAME': 'Vbx_slp_tmp_conf', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_82AE_Vbx_slp_tmp_conf', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio22_A/DataServices_Vbx_slp_tmp_conf'}]
82AF;1;True;True;[{'DID_VAR_NAME': 'Vnx_crt_sen_can_stt_conf', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_82AF_Vnx_crt_sen_can_stt_conf', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwio22_A/DataServices_Vnx_crt_sen_can_stt_conf'}]
82B0;4;True;False;[{'DID_VAR_NAME': 'Vxx_raw_temp_1', 'BIT_OFFSET': '0'}, {'DID_VAR_NAME': 'Vxx_raw_temp_5', 'BIT_OFFSET': '16'}]
82B1;4;True;False;[{'DID_VAR_NAME': 'Vxx_raw_temp_2', 'BIT_OFFSET': '0'}, {'DID_VAR_NAME': 'Vxx_hotspt_temp_raw_bms2', 'BIT_OFFSET': '16'}]
F010;16;True;False;[{'DID_VAR_NAME': 'Vnx_fng_1', 'BIT_OFFSET': '0'}, {'DID_VAR_NAME': 'Vnx_fng_2', 'BIT_OFFSET': '8'}, {'DID_VAR_NAME': 'Vnx_fng_3', 'BIT_OFFSET': '16'}, {'DID_VAR_NAME': 'Vnx_fng_4', 'BIT_OFFSET': '24'}, {'DID_VAR_NAME': 'Vnx_fng_5', 'BIT_OFFSET': '32'}, {'DID_VAR_NAME': 'Vnx_fng_6', 'BIT_OFFSET': '40'}, {'DID_VAR_NAME': 'Vnx_fng_7', 'BIT_OFFSET': '48'}, {'DID_VAR_NAME': 'Vnx_fng_8', 'BIT_OFFSET': '56'}, {'DID_VAR_NAME': 'Vnx_fng_9', 'BIT_OFFSET': '64'}, {'DID_VAR_NAME': 'Vnx_fng_10', 'BIT_OFFSET': '72'}, {'DID_VAR_NAME': 'Vnx_fng_11', 'BIT_OFFSET': '80'}, {'DID_VAR_NAME': 'Vnx_fng_12', 'BIT_OFFSET': '88'}, {'DID_VAR_NAME': 'Vnx_fng_13', 'BIT_OFFSET': '96'}, {'DID_VAR_NAME': 'Vnx_fng_14', 'BIT_OFFSET': '104'}, {'DID_VAR_NAME': 'Vnx_fng_15', 'BIT_OFFSET': '112'}, {'DID_VAR_NAME': 'Vnx_fng_16', 'BIT_OFFSET': '120'}]
F011;10;True;False;[{'DID_VAR_NAME': 'Vnx_srv_data_1', 'BIT_OFFSET': '0'}, {'DID_VAR_NAME': 'Vnx_srv_data_2', 'BIT_OFFSET': '8'}, {'DID_VAR_NAME': 'Vnx_srv_data_3', 'BIT_OFFSET': '16'}, {'DID_VAR_NAME': 'Vnx_srv_data_4', 'BIT_OFFSET': '24'}, {'DID_VAR_NAME': 'Vnx_srv_data_5', 'BIT_OFFSET': '32'}, {'DID_VAR_NAME': 'Vnx_srv_data_6', 'BIT_OFFSET': '40'}, {'DID_VAR_NAME': 'Vnx_srv_data_7', 'BIT_OFFSET': '48'}, {'DID_VAR_NAME': 'Vnx_srv_data_8', 'BIT_OFFSET': '56'}, {'DID_VAR_NAME': 'Vnx_srv_data_9', 'BIT_OFFSET': '64'}, {'DID_VAR_NAME': 'Vnx_srv_data_10', 'BIT_OFFSET': '72'}]
